address,phone,address2,_GC_TYPE,_CLEANADDR,_X,_Y,address2
서울 송파구 문정동 643-1번지 엠스테이트 B동 지하1층,02-6177-9080,서울특별시 송파구 문정동 643-1번지 엠스테이트 B동 지하1층,정,서울특별시 송파구 문정동 643-1 B동,127.12087501137718,37.485394790168165,
서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,02-6484-5150,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,정,서울특별시 영등포구 국제금융로8길 31 (여의도동),126.92806651440443,37.51974619599311,
서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,02-2201-8953,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,정,서울특별시 광진구 구의강변로 106 (구의동),127.09487642513164,37.539876255238646,
"서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)",02-994-8878,"서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)",정,서울특별시 강북구 한천로139길 25 (수유동),127.02574001595846,37.639097239904295,
"서울시 마포구 독막로 13, 2층",02-338-9178,"서울특별시 마포구 독막로 13, 2층",정,서울특별시 마포구 독막로 13 (합정동),126.9150557849111,37.54881169556199,
"경기도 평택시 평남로 862, 로이드빌딩 1층",031-692-2405,"경기도 평택시 평남로 862, 로이드빌딩 1층",정,경기도 평택시 평남로 862 (비전동),127.11146751340875,37.00048814131193,
서울시 강동구 올림픽로 659 쌍용플래티넘리버 1층,02-488-5912,서울특별시 강동구 올림픽로 659 쌍용플래티넘리버 1층,정,서울특별시 강동구 올림픽로 659 (천호동),127.1235524275046,37.54033385992446,
서울특별시 종로구 대학로 128 2층,02-766-7937,서울특별시 종로구 대학로 128 2층,정,서울특별시 종로구 대학로 128 (동숭동),127.00215451487344,37.5827226807143,
서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,02-2673-2110,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,정,서울특별시 송파구 충민로 66 (문정동),127.12511773737528,37.477716912575005,
서울시 종로구 종로 70 2층,02-739-6268,서울특별시 종로구 종로 70 2층,정,서울특별시 종로구 종로 70 (관철동),126.9851723767851,37.56984435423314,
"인천 연수구 송도과학로 16번길 33-4 D동 119호,207호",032-310-9644,"인천광역시 연수구 송도과학로 16번길 33-4 D동 119호,207호",정,인천광역시 연수구 송도과학로16번길 33-4 (송도동),126.66279789852628,37.37868681577085,
서울특별시 강남구 도곡로 408 디마크빌딩 1층,02-2052-6590,서울특별시 강남구 도곡로 408 디마크빌딩 1층,정,서울특별시 강남구 도곡로 408 (대치동),127.05522810465963,37.49660542922155,
"서울특별시 마포구 월드컵로 3길 14, 푸르지오 2차 1층",02-338-7684,"서울특별시 마포구 월드컵로 3길 14, 푸르지오 2차 1층",정,서울특별시 마포구 월드컵로3길 14 (합정동),126.91154382935716,37.55105011645092,
"부산광역시 기장군 정관로 563 1층,2층",051-728-7435,"부산광역시 기장군 정관로 563 1층,2층",정,부산광역시 기장군 정관로 563 (정관읍),129.1756350192211,35.321917110093125,
서울시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,02-449-9703,서울특별시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,정,서울특별시 송파구 위례광장로 230 (장지동),127.14330950223444,37.47970177597389,
부산광역시 수영구 수영로 667 1층,051-759-9046,부산광역시 수영구 수영로 667 1층,정,부산광역시 수영구 수영로 667 (광안동),129.11447552980144,35.16533437793061,
서울특별시 서초구 서초대로 397 부띠크모나코 1층,02-537-4662,서울특별시 서초구 서초대로 397 부띠크모나코 1층,정,서울특별시 서초구 서초대로 397 (서초동),127.02451720967026,37.49746950137688,
서울시 서초구 강남대로 475 2층,02-541-9650,서울특별시 서초구 강남대로 475 2층,정,서울특별시 서초구 강남대로 475 (반포동),127.0238966225019,37.50475023720367,
"서울특별시 강남구  강남대로112길 20 1층, 2층",02-541-9563,"서울특별시 강남구 강남대로112길 20 1층, 2층",정,서울특별시 강남구 강남대로112길 20 (논현동),127.02605330313796,37.50551359620505,
서울특별시 마포구 양화로 196(동교동),02-336-9198,서울특별시 마포구 양화로 196(동교동),정,서울특별시 마포구 양화로 196 (동교동),126.92651797903436,37.55838925285021,
"서울시 은평구 은평로 121(응암동), 메디컬빌딩",02-389-6283,"서울특별시 은평구 은평로 121(응암동), 메디컬빌딩",정,서울특별시 은평구 은평로 121 (응암동),126.92109614926363,37.60044937388049,
서울 송파구 방이동 206-11,02-420-0386,서울특별시 송파구 방이동 206-11,정,서울특별시 송파구 방이동 206-11,127.1257905618826,37.50935189758929,
"경기도 수원시 권선구 수인로 291(구운동), 이마트 서수원점 1층",031-278-6593,"경기도 수원시 권선구 수인로 291(구운동), 이마트 서수원점 1층",정,경기도 수원시 권선구 수인로 291 (구운동),126.97027512005144,37.28267020593646,
경기도 수원시 장안구 경수대로 989,031-248-6086,경기도 수원시 장안구 경수대로 989,정,경기도 수원시 장안구 경수대로 989 (송죽동),127.0029235042942,37.305085899845714,
"서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층",02-2058-3027,"서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층",정,서울특별시 강남구 도곡동 543-1,127.04167507389889,37.492238892992695,
서울시 영등포구 국제금융로10 IFC Mall L2(2층),02-6137-5056,서울특별시 영등포구 국제금융로10 IFC Mall L2(2층),정,서울특별시 영등포구 국제금융로 10 (여의도동),126.92593688056672,37.52505839670233,
"경기 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층",031-278-7640,"경기도 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층",정,경기도 수원시 장안구 서부로 2066 (천천동),126.97223669136864,37.29332441469139,
"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)",031-267-4182,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)",정,경기도 화성시 능동 453-4,127.0563633294337,37.21100337809728,
서울특별시 강서구 마곡동로 55 마커스빌딩 1층,02-6905-3030,서울특별시 강서구 마곡동로 55 마커스빌딩 1층,정,서울특별시 강서구 마곡동로 55 (마곡동),126.83304850128492,37.56000466041116,
경기도 성남시 수정구 수정로 190 (신흥동),031-759-6675,경기도 성남시 수정구 수정로 190 (신흥동),정,경기도 성남시 수정구 수정로 190 (신흥동),127.14097881809036,37.44342226277843,
"부산광역시 부산진구 서전로 12, 1층",051-819-8708,"부산광역시 부산진구 서전로 12, 1층",정,부산광역시 부산진구 서전로 12 (부전동),129.0608681547836,35.157518715474815,
서울특별시 강남구 선릉로 433 세방빌딩 1층,02-2051-9328,서울특별시 강남구 선릉로 433 세방빌딩 1층,정,서울특별시 강남구 선릉로 433 (역삼동),127.0489014581645,37.50376716402632,
경기도 성남시 분당구 야탑로64 DS타워 1층,031-8017-8243,경기도 성남시 분당구 야탑로64 DS타워 1층,정,경기도 성남시 분당구 야탑로 64 (야탑동),127.12597178457683,37.40948488362311,
경기도 수원시 팔달구 인계로79 (인계동),031-898-8818,경기도 수원시 팔달구 인계로79 (인계동),정,경기도 수원시 팔달구 인계로 79 (인계동),127.02647980827254,37.26887371561551,
인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124),032-743-2894,인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124),정,인천광역시 중구 운서동 2868,126.43378797155036,37.46863285219208,
서울특별시 성북구 삼선교로 12 1층,02-766-7951,서울특별시 성북구 삼선교로 12 1층,정,서울특별시 성북구 삼선교로 12 (삼선동1가),127.00714092368104,37.58758346670011,
서울특별시 강서구 강서로 457(마곡동),02-3665-9506,서울특별시 강서구 강서로 457(마곡동),정,서울특별시 강서구 강서로 457 (마곡동),126.840415381012,37.56623866463829,
서울시 용산구 한강대로95,02-2074-1049,서울특별시 용산구 한강대로95,정,서울특별시 용산구 한강대로 95 (한강로2가),126.96726299675927,37.52948264937955,
,,,,,,,서울특별시 강남구 학동로 211 1층
,,,,,,,서울특별시 강남구 삼성동 159 코엑스몰 지하2층
,,,,,,,서울특별시 서초구 서초 1306-3호
,,,,,,,서울특별시 강남구 광평로 280 수서동 724호
,,,,,,,서울특별시 강남구 논현로 566 강남차병원1층
,,,,,,,서울특별시 서초구 강남대로 369 1층
,,,,,,,"서울특별시 강남구 압구정로 461 네이처포엠빌딩B108,109호"
,,,,,,,서울특별시 강남구 압구정로 46길 3
,,,,,,,서울특별시 강남구 도산대로 126
,,,,,,,서울특별시 강남구 논현로 842 압구정빌딩1층
,,,,,,,"서울특별시 강남구 논현로 512 지상1,2층"
,,,,,,,"서울특별시 강남구 언주로 30길 10,112 현대비젼21 112호"
,,,,,,,서울특별시 강남구 테헤란로 87길 17 1층
,,,,,,,서울특별시 서초구 강남대로 213 24호 지하1층
,,,,,,,서울특별시 서초구 반포동 736-17 P빌딩 2층
,,,,,,,서울특별시 강남구 삼성로 716 LEE76빌딩2층
,,,,,,,"서울특별시 강남구 선릉로 749 1,2층"
,,,,,,,서울특별시 강남구 선릉로 157길 12 석전빌딩 1~4층
,,,,,,,서울특별시 서초구 서초중앙로 118 1층
,,,,,,,"서울특별시 강남구 도산대로49길 13 1층 17,18호"
,,,,,,,서울특별시 강남구 선릉로 64길 23 1층
,,,,,,,서울특별시 강남구 영동대로 511 트레이드타워 지하1층
,,,,,,,서울특별시 강남구 삼성로 85길 11 롯데캐슬아파트생활편익시설동
,,,,,,,서울특별시 강남구 논현 231-13호 팍스타워지하1층
,,,,,,,서울특별시 강남구 영동대로 513 컨벤션별관A동 지하 2층
,,,,,,,"서울특별시 강남구 영동대로 607 12번지 1,2층"
,,,,,,,서울특별시 서초구 강남대로 51길 1 511 TOWER 1층
,,,,,,,서울특별시 강남구 논현로 717 1층
,,,,,,,"서울특별시 서초구 서초동 1685-8호 101~2호,113~4호,121호"
,,,,,,,서울특별시 서초구 신반포로 23 1141호 엘루체백화점내1층1013~1015호
,,,,,,,서울특별시 강남구 테헤란로 20길 10 쓰리엠타워1층
,,,,,,,서울특별시 송파구 석촌호수로 118 1층
,,,,,,,"서울특별시 서초구 효령로 117 3,4층"
,,,,,,,서울특별시 서초구 서초대로74길 4 삼성생명보험서초타워내지하1층
,,,,,,,서울특별시 서초구 방배중앙로 187
,,,,,,,서울특별시 강남구 테헤란로 70길 12 1층
,,,,,,,서울특별시 강남구 논현로 38길 42 418호
,,,,,,,서울특별시 서초구 서초대로74길 11 지하2층
,,,,,,,서울특별시 강남구 봉은사로 628 엘슨빌딩1층
,,,,,,,서울특별시 서초구 서초중앙로 43 로얄타워1층
,,,,,,,서울특별시 용산구 이촌로 303 현대아파트상가11동102호
,,,,,,,서울특별시 송파구 오금로 11길 7
,,,,,,,서울특별시 중구 순화202 1-94 프레이저플레이스레지던스1층
,,,,,,,서울특별시 종로구 서린동 136 센트리얼빌딩 1층
,,,,,,,서울특별시 종로구 대학로 10길 5 1-60호
,,,,,,,"서울특별시 강남구 도산대로 67길 7,파크빌딩 1층"
,,,,,,,서울특별시 강남구 테헤란로87길 36 공항타워 1층
,,,,,,,서울특별시 강남구 테헤란로4길 28 826-28호 1층
,,,,,,,서울특별시 서대문구 창천 18-26호 B1
,,,,,,,"서울특별시 종로구 청계천로 83 11-4호 지하1,지상1~3층"
,,,,,,,서울특별시 종로구 새문안로3길 23 경희궁아침상가4단지105외
,,,,,,,서울특별시 성북구 개운사길8 101-3 1층
,,,,,,,서울특별시 마포구 홍익로 6길 26
,,,,,,,서울특별시 중구 칠패로 27 151호
,,,,,,,서울특별시 성동구 왕십리 광장로 17 왕십리민자역사ENTER6내1층
,,,,,,,서울특별시 광진구 광나루로56길 85 테크노마트9층35호
,,,,,,,부산광역시 중구 창선동 2가 8-2
,,,,,,,서울특별시 동대문구 이문로 106 1~3층
,,,,,,,서울특별시 광진구 자양동 227-342호 롯데백화점 옆 더클래식500건물 1층
,,,,,,,서울특별시 중구 남대문로7길 16 한컴빌딩 1층
,,,,,,,서울특별시 양천구 목동동로 293 현대41타워1층
,,,,,,,서울특별시 종로구 새문안로 9길 25 1층
,,,,,,,"서울특별시 서대문구 신촌역로 20 27-27,16,65,61호"
,,,,,,,서울특별시 노원구 한글비석로 263 1층
,,,,,,,서울특별시 영등포구 의사당대로 97 26-4 교보증권빌딩1층
,,,,,,,경기도 고양시 일산서구 대화동 2602 현대백화점킨텍스점 5F
,,,,,,,서울특별시 중구 한강대로 416 지하1층
,,,,,,,서울특별시 영등포구 국제금융로 52 심팩빌딩 1층
,,,,,,,"인천광역시 남동구 예술로 138 지상1,2층"
,,,,,,,"서울특별시 종로구 사직로 130,1 현대적선빌딩1층"
,,,,,,,경기도 고양시 일산동구 장항동 764 라페스타C동
,,,,,,,경기도 성남시 분당구 야탑동354 분당차병원신관1층분당차1호
,,,,,,,서울특별시 금천구 시흥대로 201 1층
,,,,,,,경남북도 창원시 성산구 중앙대로 104 마이우스오피스텔 123호 207호
,,,,,,,"서울특별시 종로구 대학로 12길 62 지하1층,지상1,2층"
,,,,,,,서울특별시 영등포구 여의서로 43 한서리버파크2층
,,,,,,,"경기도 성남시 분당구 분당로53번길 11 1층2,3호"
,,,,,,,세종특별자치시 세종로 2511 고대세종캠퍼스호연학사4관1층
,,,,,,,"서울특별시 중구 태평로1 84호 SFC빌딩B1,1-4"
,,,,,,,경기도 성남시 분당구 황새울로 326 서현빌딩상가내2층
,,,,,,,경기도 고양시 일산동구 정발산로 24 I동103~203호
,,,,,,,서울특별시 중구 퇴계로 173 남산스퀘어 1층
,,,,,,,경기도 성남시 분당구 황새울로 214번길8 MSPlaza내1층
,,,,,,,서울특별시 중구 세종대로 136 파이낸스빌딩
,,,,,,,서울특별시 강남구 테헤란로 312 707-2번지1층
,,,,,,,서울특별시 영등포구 의사당대로 108 아일렉스상가 1층 101호
,,,,,,,경기도 화성시 노작로 199 동탄라마다호텔107호~111호
,,,,,,,서울특별시 강남구 논현로 167길 9 낙산프라자 1층
,,,,,,,서울특별시 강남구 테헤란로 8길 42 1층
,,,,,,,서울특별시 중구 후암로110 581호 서울시티타워1층
,,,,,,,대전광역시 서구 문정로76 1층
,,,,,,,서울특별시 강남구 봉은사로 524 코엑스 인터컨티넨탈아케이드
,,,,,,,서울특별시 영등포구 국제금융로10 IFC B2층
,,,,,,,서울특별시 강남구 선릉로93길 6(역삼동) 1층
,,,,,,,서울특별시 송파구 양재대로 1222 올림픽선수A 1층212~3호
,,,,,,,서울특별시 강남구 선릉로86길 11
,,,,,,,서울특별시 영등포구 국제금융로 20 1층
,,,,,,,"충청북도 청주시 흥덕구 대농로 17 지웰시티몰 1층 124-1,125,126호"
,,,,,,,서울특별시 강북구 도봉로 352 효성네오인텔리안 101호
,,,,,,,서울특별시 구로구 경인로 662 디큐브시티 4층
,,,,,,,"서울특별시 강남구 삼성로 551 1층,2층"
,,,,,,,서울특별시 강남구 테헤란로 419 삼성금융플라자1층
,,,,,,,서울특별시 종로구 삼청로 109
,,,,,,,"서울특별시 서초구 강남대로 267 2,3층"
,,,,,,,서울특별시 마포구 상암산로 82 SBS프리즘타워 1층
,,,,,,,"서울특별시 관악구 관악로 161 층일부 2,3층"
,,,,,,,서울특별시 서초구 사임당로 171(서초동) EWR빌딩 2층
,,,,,,,경기도 수원시 팔달구 권광로 195 학산빌딩1층
,,,,,,,"서울특별시 종로구 율곡로 47 1,2층"
,,,,,,,충청북도 청주시 상당구 상당로69번길20 2~4층
,,,,,,,"서울특별시 서초구 강남대로 449-3 알고코리아빌딩 1,2층"
,,,,,,,서울특별시 중랑구 망우로 353 프레미어스엠코 엔터식스 B동 2층
,,,,,,,서울특별시 용산구 이태원로 189
,,,,,,,서울특별시 강남구 테헤란로1길 29 1층일부 및 2.3층
,,,,,,,서울특별시 종로구 낙원동 272 오라카이스위츠 1층
,,,,,,,서울특별시 강남구 압구정로12길 6
,,,,,,,경기도 성남시 분당구 동판교로177번길 25
,,,,,,,"서울특별시 강동구 천호대로 1096 1,2F"
,,,,,,,서울특별시 강남구 압구정로29길65 지하1층
,,,,,,,"서울특별시 중구 명동길 73 1,2층"
,,,,,,,서울특별시 관악구 신림로 318 청암두산위브센티움1층
,,,,,,,서울특별시 강남구 테헤란로 439
,,,,,,,대구광역시 중구 중앙대로 412-18
,,,,,,,서울특별시 강남구 테헤란로143 고운빌딩1층
,,,,,,,경기도 성남시 분당구 탄천상로151번길20 월드쇼핑 B동 1층
,,,,,,,서울특별시 영등포구 의사당대로 97 교보증권빌딩 2층
,,,,,,,서울특별시 강남구 봉은사로207 KJ타워1층
,,,,,,,서울특별시 중구 명동10길 51 나인트리호텔 본관2층
,,,,,,,서울특별시 양천구 오목로 299 트라팰리스 이스턴에비뉴 1층
,,,,,,,"인천광역시 부평구 시장로29 1,2층"
,,,,,,,서울특별시 영등포구 국회대로74길19 동우국제빌딩1층
,,,,,,,서울특별시 금천구 디지털로9길 23 마리오-2관 패션타워3층
,,,,,,,서울특별시 구로구 디지털로300 지밸리비즈플라자 2층
,,,,,,,서울특별시 성동구 왕십리로241 서울숲더샵 판매시설201동 지하2층
,,,,,,,울산광역시 남구 삼산로 261 현대백화점5층
,,,,,,,서울특별시 서초구 방배로178 유중아트센터1층
,,,,,,,서울특별시 송파구 올림픽로100 효창타워1층
,,,,,,,서울특별시 서초구 서초대로73길12 세계빌딩1층
,,,,,,,서울특별시 종로구 새문안로5가길 7 1층 일부
,,,,,,,서울특별시 강남구 테헤란로87길22 도심공항터미널 지하1층
,,,,,,,서울특별시 영등포구 영중로15 타임스퀘어 1층
,,,,,,,서울특별시 강남구 강남대로442 흥국화재빌딩 2층
,,,,,,,경상북도 포항시 북구 삼호로265번길1 NB-City복합시설1층104호
,,,,,,,서울특별시 영등포구 국제금융로8길6 신영증권별관빌딩2층
,,,,,,,서울특별시 용산구 이태원로220(한남동) 1층
,,,,,,,"서울특별시 중구 남대문로10길 6 1,2층"
,,,,,,,경기도 고양시 일산서구 한류월드로 300 원마운트스포츠몰 1층
,,,,,,,"경기도 수원시 영통구 이의동 1332 광교아브뉴프랑 1층 A122,123호"
,,,,,,,경기도 김포시 고촌읍 전호리 654번지 현대프리미엄아울렛김포3층 618호
,,,,,,,경상북도 경주시 엑스포로80(천군동)1층
,,,,,,,서울특별시 광진구 아차산로563(광장동) 대한제지빌딩 로비층
,,,,,,,경상남도 진주시 충의로 19 LH진주사옥 홍보관1층
,,,,,,,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-68
,,,,,,,서울특별시 용산구 한강대로23길55 현대아이파크몰용산 서관6층
,,,,,,,서울특별시 중구 세종대로84 2층
,,,,,,,서울특별시 송파구 석촌호수로 222 제이타워 1층
,,,,,,,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-57
,,,,,,,서울특별시 중구 명동8길 27(명동2가)
,,,,,,,"서울특별시 양천구 오목로 350 목동썬텍씨티빌딩 1층,2층"
,,,,,,,서울특별시 강동구 강동대로193 1층
,,,,,,,경기도 안양시 동안구 평촌대로 223번길 41(호계동 1045-9) 2층
,,,,,,,경기도 성남시 분당구 판교역로145(백현동) 판교알파돔 C2-3블럭 1층
,,,,,,,서울특별시 강남구 테헤란로521 파르나스몰 지하1층
,,,,,,,서울특별시 강남구 영동대로85길 9 (대치동) 서전빌딩1층
,,,,,,,서울특별시 강남구 삼성로86길 11 거봉빌딩 1층
,,,,,,,"서울특별시 서초구 반포대로4(서초동) 2층, 3층"
,,,,,,,서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5)
,,,,,,,서울특별시 강남구 봉은사로108 글라스톤빌딩1층
,,,,,,,서울특별시 마포구 성암로301 KLID한국지역정보개발원 1층
,,,,,,,"서울특별시 성북구 인촌로24길 25 (안암동5가) 2층,3층"
,,,,,,,"서울특별시 관악구 남부순환로1909 1,2층"
,,,,,,,"서울특별시 서대문구 대신동 50-5 1층,2층(B동)"
,,,,,,,"경기도 안양시 동안구 시민대로327번길 6, W 에이스타워 1층"
,,,,,,,경기도 부천시 부천로4 2층
,,,,,,,서울특별시 마포구 상암동 1610번지 DDMC 지하 1층
,,,,,,,"서울특별시 동대문구 장안동 372-1, 1층 일부 및 2층 전체"
,,,,,,,서울특별시 영등포구 문래동6가 5번지 1층
,,,,,,,서울특별시 강서구 화곡6동 1095번지 1층
,,,,,,,인천광역시 연수구 송도국제대로 165(송도동) 홈플러스송도점1층
,,,,,,,경기도 수원시 영통구 영통로 214번길 8 1층
,,,,,,,경기도 고양시 일산동구 중앙로 1193 마두법조빌딩 1층
,,,,,,,"경기도 수원시 팔달구 매산로 11, 2층"
,,,,,,,경기도 파주시 청암로 17번길 17 1층
,,,,,,,부산광역시 해운대구 해운대 해변로277 다옴빌딩1층
,,,,,,,서울특별시 서초구 동산로 1 1층
,,,,,,,서울특별시 서초구 신반포로47길 5 건물전체 1~3층
,,,,,,,서울특별시 강남구 삼성로 352 창진빌딩 1층 및 2층
,,,,,,,경기도 부천시 길주로 111 센타플라자 1층
,,,,,,,서울특별시 강남구 역삼동 718-20 태광타워 1층
,,,,,,,경기도 군포시 광정로58 1층 104호 및 2층
,,,,,,,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층
,,,,,,,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층
,,,,,,,경기도 용인시 수지구 손곡로 95 송란빌딩 1층
,,,,,,,경기도 안양시 만안구 안양로304번길 12 세진빌딩 2층
,,,,,,,서울특별시 강동구 동남로 885 양지빌딩 1층
,,,,,,,서울특별시 강남구 테헤란로 111 2층
,,,,,,,서울특별시 마포구 양화로18안길 7 2층
,,,,,,,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호
,,,,,,,서울특별시 중랑구 망우로 291 1층
,,,,,,,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113
,,,,,,,강원도 원주시 봉화로1 AK플라자원주점 1층
,,,,,,,서울특별시 서초구 서초대로 250 스타갤러리 브릿지 1층 101호
,,,,,,,"서울특별시 송파구 방이동 44-2, 장은빌딩 1층"
,,,,,,,"서울특별시 노원구 노해로 490, 길빌딩 2층"
,,,,,,,"서울특별시 송파구 송파대로 111, 송파 파크하비오 하비오길 극장로 203동 지하1층"
,,,,,,,서울특별시 송파구 문정동 643-1번지 엠스테이트 B동 지하1층
,,,,,,,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층
,,,,,,,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층
,,,,,,,"서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)"
,,,,,,,"서울특별시 마포구 독막로 13, 2층"
,,,,,,,"경기도 평택시 평남로 862, 로이드빌딩 1층"
,,,,,,,서울특별시 강동구 올림픽로 659 쌍용플래티넘리버 1층
,,,,,,,서울특별시 종로구 대학로 128 2층
,,,,,,,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층
,,,,,,,서울특별시 종로구 종로 70 2층
,,,,,,,"인천광역시 연수구 송도과학로 16번길 33-4 D동 119호,207호"
,,,,,,,서울특별시 강남구 도곡로 408 디마크빌딩 1층
,,,,,,,"서울특별시 마포구 월드컵로 3길 14, 푸르지오 2차 1층"
,,,,,,,"부산광역시 기장군 정관로 563 1층,2층"
,,,,,,,서울특별시 송파구 위례광장로 230 위례2차 아이파크 B동 1층
,,,,,,,부산광역시 수영구 수영로 667 1층
,,,,,,,서울특별시 서초구 서초대로 397 부띠크모나코 1층
,,,,,,,서울특별시 서초구 강남대로 475 2층
,,,,,,,"서울특별시 강남구 강남대로112길 20 1층, 2층"
,,,,,,,서울특별시 마포구 양화로 196(동교동)
,,,,,,,"서울특별시 은평구 은평로 121(응암동), 메디컬빌딩"
,,,,,,,서울특별시 송파구 방이동 206-11
,,,,,,,"경기도 수원시 권선구 수인로 291(구운동), 이마트 서수원점 1층"
,,,,,,,경기도 수원시 장안구 경수대로 989
,,,,,,,"서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층"
,,,,,,,서울특별시 영등포구 국제금융로10 IFC Mall L2(2층)
,,,,,,,"경기도 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층"
,,,,,,,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)"
,,,,,,,서울특별시 강서구 마곡동로 55 마커스빌딩 1층
,,,,,,,경기도 성남시 수정구 수정로 190 (신흥동)
,,,,,,,"부산광역시 부산진구 서전로 12, 1층"
,,,,,,,서울특별시 강남구 선릉로 433 세방빌딩 1층
,,,,,,,경기도 성남시 분당구 야탑로64 DS타워 1층
,,,,,,,경기도 수원시 팔달구 인계로79 (인계동)
,,,,,,,인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124)
,,,,,,,서울특별시 성북구 삼선교로 12 1층
,,,,,,,서울특별시 강서구 강서로 457(마곡동)
,,,,,,,서울특별시 용산구 한강대로95
